SSN,LAST,FIRST,YEAR
MTTXVR79G456WL,Mattei,Xavier,1979
MTTNNA3R129FF,Mattei,Anna,2003
MLNMRM62R129RP,Melone,Miriam,1962
DRGLCU84A213DB,Draghi,Lucia,1984
MLNLCU66G456JF,Melone,Luca,1966
NREGRG39A213FV,Neri,Giorgio,1939
MLNMRM3Z403CF,Melone,Miriam,2003
RSSPLA60Z403YO,Rossi,Paola,1960
MTTNNA79H501OF,Mattei,Anna,1979
LTTLCU32F789NJ,Letto,Luca,1932
VRDGRG75F789GG,Verdi,Giorgio,1975
BCAXVR71R129TM,Abaco,Xavier,1971
MLNLAI30Z403MB,Melone,Ali,1930
RSSXVR93G456BP,Russo,Xavier,1993
RSSNRC59R129KT,Rossi,Enrica,1959
LTTLCU38H501HQ,Letto,Lucia,1938
DRGLAI94Z403JH,Draghi,Ali,1994
RSSNNA2H501HE,Russo,Anna,2002
MLNNRC23F789NH,Melone,Enrica,1923
LTTNRC18L219AU,Letto,Enrica,2018
MLNLAI17A213IU,Melone,Ali,2017
VRDLAI50G456YD,Verdi,Ali,1950
XVRLCU81F789CG,Xavier,Lucia,1981
LTTXVR56F789FG,Letto,Xavier,1956
RSSNRC91H501FB,Rossi,Enrica,1991
VRDLCU85G456IH,Verdi,Lucia,1985
DRGLAI22A213TX,Draghi,Ali,1922
VRDNRC40A213KT,Verdi,Enrica,1940
XVRMRA14L219RF,Xavier,Mario,2014
XVRNRC71H501AV,Xavier,Enrica,1971
LTTNNA39Z403DJ,Letto,Anna,1939
RSSMRA45H501DI,Russo,Mario,1945
DRGGRG57Z403DN,Draghi,Giorgio,1957
MLNNNA63Z403LI,Melone,Anna,1963
DRGLCU16F789DE,Draghi,Luca,2016
DRGXVR83F789XF,Draghi,Xavier,1983
XVRPLA71H501NT,Xavier,Paola,1971
BCAPLA99R129HE,Abaco,Paola,1999
BCAMRM98L219AU,Abaco,Miriam,1998
VRDGRG7R129DB,Verdi,Giorgio,2007
DRGLCU10R129FV,Draghi,Lucia,2010
RSSLCU67H501FC,Russo,Lucia,1967
MLNLCU49G456TY,Melone,Luca,1949
DRGLCU93F789YN,Draghi,Lucia,1993
LTTNNA48F789AE,Letto,Anna,1948
XVRLCU96Z403MQ,Xavier,Luca,1996
RSSMRM45A213SF,Rossi,Miriam,1945
RSSMRA39H501PD,Russo,Mario,1939
MLNLCU16G456HU,Melone,Lucia,2016
XVRLCU47A213TB,Xavier,Luca,1947
VRDLCU64A213NT,Verdi,Luca,1964
BCAPLA97Z403NQ,Abaco,Paola,1997
VRDLCU11Z403GJ,Verdi,Lucia,2011
RSSPLA91R129LH,Russo,Paola,1991
XVRMRM62Z403GI,Xavier,Miriam,1962
DRGPLA79R129BP,Draghi,Paola,1979
DRGPLA65F789UR,Draghi,Paola,1965
MLNXVR75H501MA,Melone,Xavier,1975
RSSLAI38L219FA,Rossi,Ali,1938
VRDLCU15L219DF,Verdi,Lucia,2015
LTTXVR28R129WU,Letto,Xavier,1928
LTTNNA64G456QH,Letto,Anna,1964
RSSXVR2R129XB,Rossi,Xavier,2002
MTTPLA28H501DS,Mattei,Paola,1928
MLNLAI5L219AL,Melone,Ali,2005
NREGRG77L219GY,Neri,Giorgio,1977
DRGLCU75F789HU,Draghi,Lucia,1975
RSSLCU69R129VL,Rossi,Luca,1969
RSSMRA36G456FK,Russo,Mario,1936
XVRNRC48L219KK,Xavier,Enrica,1948
RSSNRC52R129SK,Russo,Enrica,1952
MLNLAI87G456KJ,Melone,Ali,1987
XVRNNA95A213VN,Xavier,Anna,1995
LTTPLA71Z403LT,Letto,Paola,1971
DRGLCU51L219WI,Draghi,Lucia,1951
DRGLAI48H501VR,Draghi,Ali,1948
RSSLCU83Z403JT,Russo,Luca,1983
VRDMRA81H501LA,Verdi,Mario,1981
MLNLCU64G456AY,Melone,Lucia,1964
RSSMRA94H501HE,Rossi,Mario,1994
XVRPLA75Z403AA,Xavier,Paola,1975
DRGLCU12A213UF,Draghi,Luca,2012
MLNLAI64A213VP,Melone,Ali,1964
RSSNRC81L219OM,Russo,Enrica,1981
LTTLAI12L219XA,Letto,Ali,2012
DRGLCU79F789TL,Draghi,Lucia,1979
RSSXVR63L219IJ,Russo,Xavier,1963
MLNGRG56L219AO,Melone,Giorgio,1956
LTTLCU38A213NB,Letto,Luca,1938
BCALCU58H501XD,Abaco,Lucia,1958
NREPLA57H501XV,Neri,Paola,1957
BCAXVR71R129QG,Abaco,Xavier,1971
MTTNNA37Z403PI,Mattei,Anna,1937
LTTLCU28Z403ON,Letto,Lucia,1928
LTTNRC21L219WW,Letto,Enrica,2021
RSSXVR68A213RF,Russo,Xavier,1968
RSSLCU46L219LK,Russo,Luca,1946
RSSPLA60H501NR,Rossi,Paola,1960
NRELCU45H501AK,Neri,Lucia,1945
XVRNRC87Z403JV,Xavier,Enrica,1987
XVRGRG27G456NL,Xavier,Giorgio,1927
NRELAI70A213VT,Neri,Ali,1970
MTTPLA60R129UL,Mattei,Paola,1960
BCAXVR4L219DJ,Abaco,Xavier,2004
XVRNNA31L219YK,Xavier,Anna,1931
MLNXVR44R129GA,Melone,Xavier,1944
BCALCU63R129RN,Abaco,Luca,1963
MLNNNA3G456EK,Melone,Anna,2003
BCAPLA43R129ES,Abaco,Paola,1943
RSSNNA60G456GB,Rossi,Anna,1960
RSSMRM13Z403CD,Rossi,Miriam,2013
BCAMRM99H501DU,Abaco,Miriam,1999
XVRNNA58G456UX,Xavier,Anna,1958
LTTLCU43Z403AG,Letto,Luca,1943
VRDLCU77R129UK,Verdi,Lucia,1977
RSSNNA34L219UL,Russo,Anna,1934
RSSLAI25G456XU,Rossi,Ali,1925
XVRGRG31F789XS,Xavier,Giorgio,1931
MTTNRC75G456EX,Mattei,Enrica,1975
MLNNNA19H501TI,Melone,Anna,2019
VRDPLA31G456DX,Verdi,Paola,1931
RSSNNA57L219FC,Russo,Anna,1957
MTTGRG61A213DT,Mattei,Giorgio,1961
RSSMRA46R129DM,Rossi,Mario,1946
LTTLCU0R129EW,Letto,Lucia,2000
RSSLCU84F789HJ,Russo,Luca,1984
MTTLAI91H501JL,Mattei,Ali,1991
RSSNRC32F789ES,Russo,Enrica,1932
MLNNRC59H501HE,Melone,Enrica,1959
RSSPLA78L219ES,Russo,Paola,1978
MLNPLA50R129DI,Melone,Paola,1950
XVRNNA14Z403DE,Xavier,Anna,2014
RSSMRM80L219FA,Rossi,Miriam,1980
NREPLA1H501BR,Neri,Paola,2001
MLNPLA85Z403YF,Melone,Paola,1985
MLNMRA71G456IH,Melone,Mario,1971
NRELAI5Z403LH,Neri,Ali,2005
VRDGRG22F789XD,Verdi,Giorgio,1922
MTTMRA12L219VL,Mattei,Mario,2012
VRDLCU87F789GU,Verdi,Luca,1987
RSSNRC99H501KN,Rossi,Enrica,1999
NREXVR93Z403YA,Neri,Xavier,1993
RSSNNA66F789LS,Russo,Anna,1966
NRELCU44L219CE,Neri,Lucia,1944
BCAGRG48R129WF,Abaco,Giorgio,1948
LTTMRA46H501YE,Letto,Mario,1946
MTTLAI76R129VK,Mattei,Ali,1976
VRDLCU40R129VM,Verdi,Luca,1940
RSSPLA15A213MV,Russo,Paola,2015
NRELCU70Z403VH,Neri,Lucia,1970
DRGGRG68A213KW,Draghi,Giorgio,1968
DRGMRA28A213OK,Draghi,Mario,1928
MTTMRM83G456NO,Mattei,Miriam,1983
RSSLCU40G456IB,Rossi,Luca,1940
RSSLCU48L219SR,Russo,Lucia,1948
LTTMRA83G456JY,Letto,Mario,1983
MTTLCU21A213FU,Mattei,Lucia,2021
MTTPLA60L219VY,Mattei,Paola,1960
DRGPLA78L219JM,Draghi,Paola,1978
XVRPLA93Z403ML,Xavier,Paola,1993
BCAGRG12A213IM,Abaco,Giorgio,2012
MLNNNA71A213XU,Melone,Anna,1971
VRDNNA19Z403AI,Verdi,Anna,2019
NREGRG32F789YA,Neri,Giorgio,1932
VRDMRM15F789VP,Verdi,Miriam,2015
LTTNRC80A213MK,Letto,Enrica,1980
RSSXVR32Z403LN,Russo,Xavier,1932
RSSNRC95F789YD,Rossi,Enrica,1995
DRGLCU62R129NS,Draghi,Luca,1962
RSSGRG80G456NB,Rossi,Giorgio,1980
NREMRA97H501NN,Neri,Mario,1997
XVRNNA22G456LW,Xavier,Anna,1922
RSSMRA83R129NE,Russo,Mario,1983
NRELCU56G456XD,Neri,Lucia,1956
RSSNNA6A213SW,Russo,Anna,2006
MLNLCU22H501FK,Melone,Luca,1922
VRDLAI73A213HS,Verdi,Ali,1973
XVRMRA0F789YM,Xavier,Mario,2000
MLNGRG74G456RN,Melone,Giorgio,1974
VRDNRC72H501RQ,Verdi,Enrica,1972
LTTLCU94G456VK,Letto,Lucia,1994
VRDMRA51R129YX,Verdi,Mario,1951
XVRMRA31F789RP,Xavier,Mario,1931
RSSPLA85R129EF,Russo,Paola,1985
NREMRM16F789NE,Neri,Miriam,2016
RSSLCU69Z403SW,Russo,Luca,1969
RSSMRM81R129JU,Russo,Miriam,1981
LTTXVR10L219BC,Letto,Xavier,2010
RSSXVR70L219KD,Russo,Xavier,1970
MLNNRC39F789NQ,Melone,Enrica,1939
NREGRG75H501NF,Neri,Giorgio,1975
RSSMRA41G456JM,Rossi,Mario,1941
MTTPLA92Z403FP,Mattei,Paola,1992
BCANNA28G456OM,Abaco,Anna,1928
MTTXVR46R129PL,Mattei,Xavier,1946
RSSMRA41L219WH,Rossi,Mario,1941
DRGMRA13H501GY,Draghi,Mario,2013
NRENRC35Z403AS,Neri,Enrica,1935
DRGXVR8G456CX,Draghi,Xavier,2008
XVRGRG88A213WS,Xavier,Giorgio,1988
MLNMRM60H501XV,Melone,Miriam,1960
MTTGRG96Z403CY,Mattei,Giorgio,1996
MTTLAI57F789WP,Mattei,Ali,1957
MTTLAI2L219RB,Mattei,Ali,2002
BCALCU13H501QS,Abaco,Lucia,2013
LTTMRM62A213VQ,Letto,Miriam,1962
DRGNRC78G456YY,Draghi,Enrica,1978
DRGNRC29A213LQ,Draghi,Enrica,1929
XVRLCU51R129YO,Xavier,Lucia,1951
LTTNNA69H501QP,Letto,Anna,1969
NRELCU34H501VO,Neri,Lucia,1934
NREPLA31Z403WI,Neri,Paola,1931
MTTLAI77Z403MO,Mattei,Ali,1977
LTTNRC22H501QG,Letto,Enrica,1922
RSSNRC0G456RW,Rossi,Enrica,2000
RSSLAI28A213EV,Russo,Ali,1928
NRELCU42G456TX,Neri,Luca,1942
BCANNA24G456LX,Abaco,Anna,1924
LTTMRM16Z403OF,Letto,Miriam,2016
NRENRC16F789GO,Neri,Enrica,2016
BCAMRM21F789TG,Abaco,Miriam,2021
NRENNA54H501FQ,Neri,Anna,1954
XVRLCU62G456GS,Xavier,Lucia,1962
MLNGRG62L219JC,Melone,Giorgio,1962
DRGGRG66L219WI,Draghi,Giorgio,1966
VRDLCU0A213RN,Verdi,Luca,2000
LTTPLA61H501YG,Letto,Paola,1961
BCAMRM5G456OR,Abaco,Miriam,2005
RSSMRM42H501XN,Rossi,Miriam,1942
BCAGRG78H501TB,Abaco,Giorgio,1978
RSSMRA69F789WO,Rossi,Mario,1969
LTTLCU37R129NU,Letto,Luca,1937
RSSNNA14Z403BE,Russo,Anna,2014
BCALAI6R129SH,Abaco,Ali,2006
BCANRC72Z403VH,Abaco,Enrica,1972
DRGGRG80A213WA,Draghi,Giorgio,1980
VRDLAI93R129LB,Verdi,Ali,1993
MTTXVR35L219YF,Mattei,Xavier,1935
XVRNRC42L219QN,Xavier,Enrica,1942
BCAMRM77G456NV,Abaco,Miriam,1977
DRGMRA44L219FC,Draghi,Mario,1944
MLNGRG25F789QJ,Melone,Giorgio,1925
MTTMRA57H501IJ,Mattei,Mario,1957
RSSXVR40G456EJ,Russo,Xavier,1940
VRDLAI78L219KT,Verdi,Ali,1978
MTTNNA41H501ST,Mattei,Anna,1941
MLNNNA73G456SP,Melone,Anna,1973
MTTPLA94Z403QW,Mattei,Paola,1994
RSSMRM63G456EF,Rossi,Miriam,1963
NRENNA58R129MY,Neri,Anna,1958
VRDMRM50Z403RX,Verdi,Miriam,1950
BCAGRG89L219TF,Abaco,Giorgio,1989
LTTNNA82R129RI,Letto,Anna,1982
RSSLCU82R129UL,Rossi,Luca,1982
DRGXVR84H501XH,Draghi,Xavier,1984
MTTGRG47H501FS,Mattei,Giorgio,1947
XVRPLA69A213TT,Xavier,Paola,1969
MLNNRC86Z403JU,Melone,Enrica,1986
DRGNNA71G456YH,Draghi,Anna,1971
VRDNRC35A213XF,Verdi,Enrica,1935
MTTNNA76Z403RG,Mattei,Anna,1976
DRGMRM80R129JD,Draghi,Miriam,1980
NRELAI21A213HL,Neri,Ali,2021
MLNLCU99R129RN,Melone,Lucia,1999
BCALAI9G456IJ,Abaco,Ali,2009
XVRLCU91R129XW,Xavier,Luca,1991
BCAMRM47R129DS,Abaco,Miriam,1947
MTTGRG10H501NV,Mattei,Giorgio,2010
DRGLCU40H501OM,Draghi,Lucia,1940
LTTMRA35H501EL,Letto,Mario,1935
BCAMRM82F789RO,Abaco,Miriam,1982
MLNLCU93H501WC,Melone,Lucia,1993
MLNMRA32H501LM,Melone,Mario,1932
RSSMRM38Z403MU,Russo,Miriam,1938
LTTNRC99L219VQ,Letto,Enrica,1999
NREPLA45F789CJ,Neri,Paola,1945
MLNLCU85R129EQ,Melone,Lucia,1985
MTTMRA64Z403EC,Mattei,Mario,1964
DRGLCU77A213US,Draghi,Luca,1977
LTTLCU88Z403PD,Letto,Lucia,1988
MLNGRG67F789XG,Melone,Giorgio,1967
DRGXVR14A213AC,Draghi,Xavier,2014
NRENRC45Z403WR,Neri,Enrica,1945
BCAPLA55F789CU,Abaco,Paola,1955
VRDLCU67F789YA,Verdi,Lucia,1967
DRGMRA59G456KU,Draghi,Mario,1959
MLNLAI80L219CJ,Melone,Ali,1980
DRGPLA68F789BG,Draghi,Paola,1968
RSSGRG32G456QQ,Russo,Giorgio,1932
VRDXVR31G456DP,Verdi,Xavier,1931
XVRLCU99Z403JY,Xavier,Lucia,1999
LTTMRA53A213CN,Letto,Mario,1953
VRDMRA36A213VW,Verdi,Mario,1936
XVRLCU92R129TK,Xavier,Luca,1992
VRDNRC50H501FF,Verdi,Enrica,1950
LTTXVR24F789JY,Letto,Xavier,1924
NRELCU26G456DV,Neri,Luca,1926
BCAXVR44A213RV,Abaco,Xavier,1944
DRGNNA48A213AC,Draghi,Anna,1948
RSSLCU79Z403IO,Russo,Luca,1979
VRDXVR32F789YT,Verdi,Xavier,1932
RSSXVR17G456NE,Russo,Xavier,2017
VRDMRM34G456FI,Verdi,Miriam,1934
BCANRC33G456XH,Abaco,Enrica,1933
BCANRC20R129LR,Abaco,Enrica,2020
RSSXVR17F789NI,Rossi,Xavier,2017
MLNXVR31H501MW,Melone,Xavier,1931
RSSLCU57A213UE,Russo,Luca,1957
MLNNNA47F789JH,Melone,Anna,1947
RSSLAI45F789PN,Russo,Ali,1945
DRGLCU87Z403WO,Draghi,Lucia,1987
XVRPLA2R129OO,Xavier,Paola,2002
BCALCU3R129NT,Abaco,Lucia,2003
DRGPLA29A213RJ,Draghi,Paola,1929
RSSNNA84R129QI,Russo,Anna,1984
RSSMRA6G456EQ,Russo,Mario,2006
LTTMRA87A213LL,Letto,Mario,1987
BCALCU42L219JS,Abaco,Luca,1942
DRGPLA76G456WJ,Draghi,Paola,1976
BCAMRM79H501LV,Abaco,Miriam,1979
BCAXVR60L219BP,Abaco,Xavier,1960
RSSGRG74R129KH,Rossi,Giorgio,1974
MLNNRC58H501AS,Melone,Enrica,1958
MTTLCU86G456XP,Mattei,Lucia,1986
LTTNRC51Z403PQ,Letto,Enrica,1951
DRGMRA58Z403YF,Draghi,Mario,1958
MLNLAI52H501QC,Melone,Ali,1952
NRELAI19Z403BU,Neri,Ali,2019
DRGNNA56A213VJ,Draghi,Anna,1956
NREGRG43A213RT,Neri,Giorgio,1943
RSSGRG90G456MW,Russo,Giorgio,1990
RSSNNA31H501YN,Russo,Anna,1931
DRGGRG7A213JQ,Draghi,Giorgio,2007
MTTLAI78L219EC,Mattei,Ali,1978
XVRMRM87A213WE,Xavier,Miriam,1987
BCALAI45Z403DU,Abaco,Ali,1945
XVRLCU48G456QY,Xavier,Lucia,1948
LTTGRG45H501WR,Letto,Giorgio,1945
DRGLCU44Z403ET,Draghi,Luca,1944
LTTMRA91R129KS,Letto,Mario,1991
DRGLAI67G456MR,Draghi,Ali,1967
XVRNRC78G456BJ,Xavier,Enrica,1978
DRGLCU54G456MY,Draghi,Luca,1954
MTTMRM48L219SN,Mattei,Miriam,1948
NRENNA36A213FU,Neri,Anna,1936
NREMRM44Z403AX,Neri,Miriam,1944
RSSMRM25G456NT,Russo,Miriam,1925
BCALCU2A213HT,Abaco,Luca,2002
RSSGRG31R129IQ,Rossi,Giorgio,1931
VRDNRC61R129LY,Verdi,Enrica,1961
NRELCU68R129DG,Neri,Lucia,1968
LTTLCU44Z403VU,Letto,Lucia,1944
RSSMRA88G456OT,Rossi,Mario,1988
MLNNNA95F789DD,Melone,Anna,1995
MLNNRC67H501VM,Melone,Enrica,1967
VRDLCU10F789HS,Verdi,Lucia,2010
VRDNNA94F789LL,Verdi,Anna,1994
RSSPLA2F789YY,Russo,Paola,2002
BCAPLA99Z403GO,Abaco,Paola,1999
RSSMRM96R129AJ,Rossi,Miriam,1996
NRELAI52G456LF,Neri,Ali,1952
XVRLAI58A213VW,Xavier,Ali,1958
RSSGRG45L219LC,Rossi,Giorgio,1945
RSSNRC2F789CO,Russo,Enrica,2002
RSSMRM34Z403VM,Russo,Miriam,1934
DRGNRC99F789NU,Draghi,Enrica,1999
RSSPLA38H501JV,Rossi,Paola,1938
BCAGRG22H501OE,Abaco,Giorgio,1922
MLNLCU77Z403JI,Melone,Luca,1977
BCANNA90R129JG,Abaco,Anna,1990
BCALCU0R129EX,Abaco,Lucia,2000
XVRMRA52R129JK,Xavier,Mario,1952
BCANNA31G456RM,Abaco,Anna,1931
RSSNRC20F789PX,Rossi,Enrica,2020
RSSXVR18R129VS,Rossi,Xavier,2018
MTTGRG50L219QS,Mattei,Giorgio,1950
RSSMRM7H501MQ,Rossi,Miriam,2007
XVRPLA88L219YX,Xavier,Paola,1988
MTTMRM47R129NV,Mattei,Miriam,1947
DRGPLA80Z403GJ,Draghi,Paola,1980
DRGLCU55L219OY,Draghi,Luca,1955
DRGNRC27G456PC,Draghi,Enrica,1927
DRGPLA93F789MP,Draghi,Paola,1993
BCAPLA58F789VN,Abaco,Paola,1958
RSSMRA57R129GY,Rossi,Mario,1957
RSSNRC73Z403RY,Russo,Enrica,1973
MLNMRA77R129UY,Melone,Mario,1977
NRENRC72Z403TX,Neri,Enrica,1972
VRDMRM20F789IV,Verdi,Miriam,2020
MTTLCU74L219BI,Mattei,Luca,1974
RSSLCU43A213XW,Rossi,Luca,1943
DRGMRA71F789BK,Draghi,Mario,1971
VRDLCU36G456LX,Verdi,Lucia,1936
MLNLCU57Z403NM,Melone,Lucia,1957
NRELAI8F789KW,Neri,Ali,2008
VRDNRC13F789QO,Verdi,Enrica,2013
RSSLAI1L219SP,Rossi,Ali,2001
MLNMRA45R129VO,Melone,Mario,1945
VRDGRG26F789SK,Verdi,Giorgio,1926
BCAXVR94G456NC,Abaco,Xavier,1994
MTTNNA10R129KO,Mattei,Anna,2010
XVRLCU58G456RE,Xavier,Luca,1958
XVRMRA88F789UF,Xavier,Mario,1988
RSSGRG80Z403CO,Russo,Giorgio,1980
VRDGRG78A213KB,Verdi,Giorgio,1978
BCALCU61F789RM,Abaco,Lucia,1961
RSSXVR8L219JL,Rossi,Xavier,2008
RSSXVR79L219AG,Rossi,Xavier,1979
RSSMRM4L219RR,Russo,Miriam,2004
DRGPLA73R129HY,Draghi,Paola,1973
XVRPLA90G456NX,Xavier,Paola,1990
MTTGRG30Z403XL,Mattei,Giorgio,1930
MLNMRM94G456FK,Melone,Miriam,1994
BCAXVR61L219JP,Abaco,Xavier,1961
RSSMRA74A213EM,Rossi,Mario,1974
XVRNRC79Z403PO,Xavier,Enrica,1979
DRGNRC3L219RD,Draghi,Enrica,2003
MLNNNA26R129GA,Melone,Anna,1926
RSSXVR58R129WS,Rossi,Xavier,1958
RSSNRC61H501CB,Rossi,Enrica,1961
LTTNRC7Z403IK,Letto,Enrica,2007
NREPLA28F789BW,Neri,Paola,1928
VRDXVR58L219HA,Verdi,Xavier,1958
DRGNRC39G456MA,Draghi,Enrica,1939
MTTLCU55R129WO,Mattei,Lucia,1955
RSSLCU61H501KI,Russo,Lucia,1961
XVRMRM55L219TJ,Xavier,Miriam,1955
MLNNNA96R129CS,Melone,Anna,1996
NRELAI21H501UB,Neri,Ali,2021
LTTPLA12Z403UG,Letto,Paola,2012
NRELAI66H501VD,Neri,Ali,1966
NREXVR0F789SM,Neri,Xavier,2000
RSSGRG51G456IO,Russo,Giorgio,1951
XVRNRC39Z403LT,Xavier,Enrica,1939
RSSLCU26L219NY,Rossi,Lucia,1926
RSSGRG17L219WV,Rossi,Giorgio,2017
VRDGRG32R129MT,Verdi,Giorgio,1932
RSSLCU86R129SK,Russo,Lucia,1986
BCALCU98G456JQ,Abaco,Lucia,1998
BCALCU74L219HB,Abaco,Luca,1974
NREMRA89L219KG,Neri,Mario,1989
LTTGRG77H501LE,Letto,Giorgio,1977
LTTMRA34H501QX,Letto,Mario,1934
VRDMRM34H501XP,Verdi,Miriam,1934
BCALCU48G456VP,Abaco,Luca,1948
LTTPLA61R129OU,Letto,Paola,1961
RSSMRM74R129ML,Russo,Miriam,1974
XVRPLA38G456UK,Xavier,Paola,1938
MTTNNA83H501QR,Mattei,Anna,1983
MLNNRC80F789IN,Melone,Enrica,1980
MTTGRG10F789KC,Mattei,Giorgio,2010
LTTMRA39F789CT,Letto,Mario,1939
LTTXVR29L219BO,Letto,Xavier,1929
LTTMRA52G456XF,Letto,Mario,1952
MTTLCU14G456JF,Mattei,Luca,2014
DRGMRM0F789FL,Draghi,Miriam,2000
MTTMRM17A213EE,Mattei,Miriam,2017
MTTGRG81L219BC,Mattei,Giorgio,1981
MTTPLA12L219EX,Mattei,Paola,2012
BCAMRA35Z403NI,Abaco,Mario,1935
MLNMRA92H501AS,Melone,Mario,1992
MLNGRG65F789IV,Melone,Giorgio,1965
LTTMRA9A213JL,Letto,Mario,2009
NRELCU32Z403KR,Neri,Luca,1932
XVRLCU92H501UJ,Xavier,Lucia,1992
NRENRC70A213HR,Neri,Enrica,1970
MLNMRM66L219FK,Melone,Miriam,1966
BCAMRM14Z403EU,Abaco,Miriam,2014
MTTGRG26H501LN,Mattei,Giorgio,1926
VRDGRG28A213LI,Verdi,Giorgio,1928
RSSMRA21L219YH,Russo,Mario,2021
RSSNRC39F789SR,Rossi,Enrica,1939
MLNGRG50F789PJ,Melone,Giorgio,1950
LTTLCU19F789AK,Letto,Lucia,2019
LTTGRG77R129OO,Letto,Giorgio,1977
BCAMRM34A213CI,Abaco,Miriam,1934
XVRNNA59A213HJ,Xavier,Anna,1959
MTTNRC68H501LW,Mattei,Enrica,1968
MTTPLA88F789KB,Mattei,Paola,1988
DRGGRG87Z403LT,Draghi,Giorgio,1987
BCAMRA1A213CY,Abaco,Mario,2001
BCAMRM98L219KQ,Abaco,Miriam,1998
LTTXVR61Z403JQ,Letto,Xavier,1961
XVRLAI21A213BC,Xavier,Ali,2021
XVRLCU30Z403QE,Xavier,Luca,1930
BCALCU88L219TU,Abaco,Lucia,1988
BCANNA10A213JG,Abaco,Anna,2010
LTTNRC12H501XJ,Letto,Enrica,2012
BCAXVR83G456KJ,Abaco,Xavier,1983
LTTNRC44A213SB,Letto,Enrica,1944
BCAPLA56Z403VH,Abaco,Paola,1956
DRGMRM70H501EK,Draghi,Miriam,1970
DRGXVR65Z403JO,Draghi,Xavier,1965
MTTXVR31R129GL,Mattei,Xavier,1931
MLNNNA66H501NA,Melone,Anna,1966
DRGLCU21R129ER,Draghi,Lucia,2021
RSSNNA37Z403DJ,Rossi,Anna,1937
VRDNNA96A213WM,Verdi,Anna,1996
LTTXVR60L219PR,Letto,Xavier,1960
DRGLCU81G456PH,Draghi,Luca,1981
VRDXVR7L219EU,Verdi,Xavier,2007
RSSNNA28Z403BT,Russo,Anna,1928
LTTMRM37H501UX,Letto,Miriam,1937
XVRNNA14R129VO,Xavier,Anna,2014
MTTLAI40H501PU,Mattei,Ali,1940
BCALCU72Z403RN,Abaco,Lucia,1972
MTTNNA35G456CC,Mattei,Anna,1935
XVRPLA53L219JB,Xavier,Paola,1953
DRGNNA69L219UY,Draghi,Anna,1969
DRGMRM66A213SB,Draghi,Miriam,1966
LTTGRG70G456TX,Letto,Giorgio,1970
NREMRM72R129PX,Neri,Miriam,1972
BCAPLA61F789EW,Abaco,Paola,1961
DRGPLA23F789PD,Draghi,Paola,1923
RSSXVR22F789XU,Rossi,Xavier,1922
MLNLCU2R129BQ,Melone,Luca,2002
BCALAI52G456CK,Abaco,Ali,1952
DRGXVR70F789AL,Draghi,Xavier,1970
DRGPLA65G456CJ,Draghi,Paola,1965
NRELCU2F789ND,Neri,Luca,2002
RSSXVR56A213NG,Rossi,Xavier,1956
RSSGRG9G456EW,Rossi,Giorgio,2009
BCAGRG46F789UL,Abaco,Giorgio,1946
LTTMRA4R129PY,Letto,Mario,2004
DRGXVR43F789RN,Draghi,Xavier,1943
MTTMRA80G456RK,Mattei,Mario,1980
MTTMRM80Z403QQ,Mattei,Miriam,1980
NREGRG34A213RL,Neri,Giorgio,1934
DRGXVR51L219NT,Draghi,Xavier,1951
RSSNRC97A213DN,Rossi,Enrica,1997
VRDGRG55Z403YW,Verdi,Giorgio,1955
MLNNNA63R129JA,Melone,Anna,1963
NRELAI92H501HO,Neri,Ali,1992
NRELAI10Z403LO,Neri,Ali,2010
MLNMRA66F789RQ,Melone,Mario,1966
BCAMRM19F789CA,Abaco,Miriam,2019
MTTNNA16H501QW,Mattei,Anna,2016
XVRNNA64Z403PT,Xavier,Anna,1964
VRDNRC45F789LE,Verdi,Enrica,1945
XVRMRA94H501UG,Xavier,Mario,1994
LTTGRG76A213XT,Letto,Giorgio,1976
RSSMRA68F789LV,Rossi,Mario,1968
XVRLCU15F789UE,Xavier,Lucia,2015
BCAXVR20F789EN,Abaco,Xavier,2020
DRGNNA62Z403HV,Draghi,Anna,1962
RSSLCU25L219QL,Russo,Lucia,1925
NRELCU48H501UU,Neri,Lucia,1948
VRDLCU21L219PO,Verdi,Lucia,2021
LTTXVR62F789SS,Letto,Xavier,1962
VRDGRG62H501CO,Verdi,Giorgio,1962
RSSMRA85A213QA,Russo,Mario,1985
RSSXVR10A213RX,Russo,Xavier,2010
DRGMRM22L219YL,Draghi,Miriam,1922
RSSNNA71G456ED,Rossi,Anna,1971
XVRNNA45R129YB,Xavier,Anna,1945
MLNLAI87H501OJ,Melone,Ali,1987
RSSGRG6A213YV,Russo,Giorgio,2006
BCAMRA55A213EY,Abaco,Mario,1955
VRDMRM55G456CI,Verdi,Miriam,1955
LTTMRA74H501OM,Letto,Mario,1974
LTTGRG86R129HJ,Letto,Giorgio,1986
XVRLCU69F789IC,Xavier,Luca,1969
MTTNRC16G456WI,Mattei,Enrica,2016
LTTNNA48H501AQ,Letto,Anna,1948
XVRXVR90L219RY,Xavier,Xavier,1990
MTTPLA3H501RE,Mattei,Paola,2003
BCANNA10H501WM,Abaco,Anna,2010
DRGMRA97L219NV,Draghi,Mario,1997
MTTLCU78G456XJ,Mattei,Luca,1978
XVRMRM16A213EN,Xavier,Miriam,2016
RSSPLA95F789CU,Rossi,Paola,1995
XVRMRM54L219WC,Xavier,Miriam,1954
LTTXVR88Z403AX,Letto,Xavier,1988
LTTXVR96A213KL,Letto,Xavier,1996
